season_number,season,conf,win,loss,wpct,conf_win,conf_loss,conf_wpct,srs,sos,ppg,opp_ppg,ap_pre,ap_highest,ap_final,tournament_outcome,seed,coach,school
3,2020,CAA,21,11,0.656,13,5,0.722,-2.46,-3.1,71.5,69,NA,NA,NA,NA,NA,Dane Fischer (21-11),william-mary
4,2019,CAA,14,17,0.452,10,8,0.556,-4.78,-2.08,74.9,76.9,NA,NA,NA,NA,NA,Tony Shaver (14-17),william-mary
5,2018,CAA,19,12,0.613,11,7,0.611,-1.37,-1.34,85,81.6,NA,NA,NA,NA,NA,Tony Shaver (19-12),william-mary
6,2017,CAA,17,14,0.548,10,8,0.556,-0.14,-0.73,81.7,77.8,NA,NA,NA,NA,NA,Tony Shaver (17-14),william-mary
7,2016,CAA,20,11,0.645,11,7,0.611,5.57,1.3,76.9,71.1,NA,NA,NA,NA,NA,Tony Shaver (20-11),william-mary
8,2015,CAA,20,13,0.606,12,6,0.667,2.82,-1.15,73.2,66.9,NA,NA,NA,NA,NA,Tony Shaver (20-13),william-mary
9,2014,CAA,20,12,0.625,10,6,0.625,-1.48,-2.29,73.1,71.3,NA,NA,NA,NA,NA,Tony Shaver (20-12),william-mary
10,2013,CAA,13,17,0.433,7,11,0.389,-4.01,-3.42,68.8,68.3,NA,NA,NA,NA,NA,Tony Shaver (13-17),william-mary
11,2012,CAA,6,26,0.188,4,14,0.222,-10.79,-0.72,60.3,69.4,NA,NA,NA,NA,NA,Tony Shaver (6-26),william-mary
12,2011,CAA,10,22,0.313,4,14,0.222,-4.38,0.49,64.1,67.9,NA,NA,NA,NA,NA,Tony Shaver (10-22),william-mary
13,2010,CAA,22,11,0.667,12,6,0.667,2.82,1.63,67.1,64.5,NA,NA,NA,NA,NA,Tony Shaver (22-11),william-mary
14,2009,CAA,10,20,0.333,5,13,0.278,-5.97,-2.79,61.5,63.4,NA,NA,NA,NA,NA,Tony Shaver (10-20),william-mary
15,2008,CAA,17,16,0.515,10,8,0.556,-4.08,-1.38,62.4,62.8,NA,NA,NA,NA,NA,Tony Shaver (17-16),william-mary
16,2007,CAA,15,15,0.5,8,10,0.444,-3.8,-2.53,63.5,64.2,NA,NA,NA,NA,NA,Tony Shaver (15-15),william-mary
17,2006,CAA,8,20,0.286,3,15,0.167,-5.67,-0.41,64.8,69.4,NA,NA,NA,NA,NA,Tony Shaver (8-20),william-mary
18,2005,CAA,8,21,0.276,3,15,0.167,-12.1,-2.13,64.8,73.4,NA,NA,NA,NA,NA,Tony Shaver (8-21),william-mary
19,2004,CAA,7,21,0.25,4,14,0.222,-5.76,-0.76,71.7,76.7,NA,NA,NA,NA,NA,Tony Shaver (7-21),william-mary
20,2003,CAA,12,16,0.429,7,11,0.389,-9.32,-5.07,64.3,68.5,NA,NA,NA,NA,NA,Rick Boyages (12-16),william-mary
21,2002,CAA,10,19,0.345,7,11,0.389,-6.07,-1.15,63,67.2,NA,NA,NA,NA,NA,Rick Boyages (10-19),william-mary
22,2001,CAA,11,17,0.393,7,9,0.438,-5.75,-2.43,61.1,64.5,NA,NA,NA,NA,NA,Rick Boyages (11-17),william-mary
23,2000,CAA,11,17,0.393,6,10,0.375,-5.55,-0.92,68.6,71.2,NA,NA,NA,NA,NA,Charles Woollum (11-17),william-mary
24,1999,CAA,8,19,0.296,3,13,0.188,-10.41,-3.57,64.5,68.6,NA,NA,NA,NA,NA,Charles Woollum (8-19),william-mary
25,1998,CAA,20,7,0.741,13,3,0.813,3.31,-4,69.9,61.8,NA,NA,NA,NA,NA,Charles Woollum (20-7),william-mary
26,1997,CAA,12,16,0.429,8,8,0.5,-3.62,-1.18,65.4,67.1,NA,NA,NA,NA,NA,Charles Woollum (12-16),william-mary
27,1996,CAA,10,16,0.385,6,10,0.375,-2.85,-1.45,74,74,NA,NA,NA,NA,NA,Charles Woollum (10-16),william-mary
28,1995,CAA,8,19,0.296,6,8,0.429,-7.71,-2.71,70.2,75.2,NA,NA,NA,NA,NA,Charles Woollum (8-19),william-mary
29,1994,CAA,4,23,0.148,2,12,0.143,-12.97,-2.53,72.7,83.2,NA,NA,NA,NA,NA,Chuck Swenson (4-23),william-mary
30,1993,CAA,14,13,0.519,6,8,0.429,-2.52,-1.44,75,74.3,NA,NA,NA,NA,NA,Chuck Swenson (14-13),william-mary
31,1992,CAA,10,19,0.345,3,11,0.214,-9.63,-2.3,69.4,75.1,NA,NA,NA,NA,NA,Chuck Swenson (10-19),william-mary
32,1991,CAA,13,15,0.464,6,8,0.429,-6.51,-3.7,70.3,72,NA,NA,NA,NA,NA,Chuck Swenson (13-15),william-mary
1,2022,Big South,23,9,0.719,14,2,0.875,-1.56,-3.63,75.2,70.2,NA,NA,NA,NA,NA,Mark Prosser (23-9),winthrop
2,2021,Big South,23,2,0.92,17,1,0.944,4.69,-7.15,78.9,67,NA,NA,NA,Lost First Round,12,Pat Kelsey (23-2),winthrop
3,2020,Big South,24,10,0.706,15,3,0.833,1.16,-6.53,81.3,71.5,NA,NA,NA,NA,NA,Pat Kelsey (24-10),winthrop
4,2019,Big South,18,12,0.6,10,6,0.625,-2.89,-3.74,83.3,78.6,NA,NA,NA,NA,NA,Pat Kelsey (18-12),winthrop
5,2018,Big South,19,12,0.613,12,6,0.667,-1.63,-5.85,79.5,71.6,NA,NA,NA,NA,NA,Pat Kelsey (19-12),winthrop
6,2017,Big South,26,7,0.788,15,3,0.833,1.34,-6.12,79.2,70.4,NA,NA,NA,Lost First Round,13,Pat Kelsey (26-7),winthrop
7,2016,Big South,23,9,0.719,13,5,0.722,-1.42,-5.7,82.2,75.9,NA,NA,NA,NA,NA,Pat Kelsey (23-9),winthrop
8,2015,Big South,19,13,0.594,12,6,0.667,-3.9,-7.38,73.6,67.5,NA,NA,NA,NA,NA,Pat Kelsey (19-13),winthrop
9,2014,Big South,20,13,0.606,10,6,0.625,-6.43,-6.56,74,71.4,NA,NA,NA,NA,NA,Pat Kelsey (20-13),winthrop
10,2013,Big South,14,17,0.452,6,10,0.375,-8.57,-4.39,60,61.2,NA,NA,NA,NA,NA,Pat Kelsey (14-17),winthrop
11,2012,Big South,12,20,0.375,8,10,0.444,-7.64,-3.47,63.6,66,NA,NA,NA,NA,NA,Randy Peele (12-20),winthrop
12,2011,Big South,13,17,0.433,9,9,0.5,-5.38,-3.2,65.8,66.9,NA,NA,NA,NA,NA,Randy Peele (13-17),winthrop
13,2010,Big South,19,14,0.576,12,6,0.667,-8.68,-7.31,61.9,61.4,NA,NA,NA,Lost Opening Round,16,Randy Peele (19-14),winthrop
14,2009,Big South,11,19,0.367,9,9,0.5,-11.46,-4.54,61.1,66.4,NA,NA,NA,NA,NA,Randy Peele (11-19),winthrop
15,2008,Big South,22,12,0.647,10,4,0.714,3.61,-1.45,64.9,58.5,NA,NA,NA,Lost First Round,13,Randy Peele (22-12),winthrop
16,2007,Big South,29,5,0.853,14,0,1,9.17,-1.2,74.9,61.4,NA,22,22,Lost Second Round,11,Gregg Marshall (29-5),winthrop
17,2006,Big South,23,8,0.742,13,3,0.813,6.28,-4.93,73.4,61.2,NA,NA,NA,Lost First Round,15,Gregg Marshall (23-8),winthrop
18,2005,Big South,27,6,0.818,15,1,0.938,0.48,-6.66,68,59.4,NA,NA,NA,Lost First Round,14,Gregg Marshall (27-6),winthrop
19,2004,Big South,16,12,0.571,10,6,0.625,-6.29,-6.64,66.3,63.6,NA,NA,NA,NA,NA,Gregg Marshall (16-12),winthrop
20,2003,Big South,20,10,0.667,11,3,0.786,-7.74,-10.58,70.1,64.7,NA,NA,NA,NA,NA,Gregg Marshall (20-10),winthrop
21,2002,Big South,19,12,0.613,10,4,0.714,-6.53,-8.2,67.5,65.1,NA,NA,NA,Lost First Round,16,Gregg Marshall (19-12),winthrop
22,2001,Big South,18,13,0.581,11,3,0.786,-3.73,-7.8,65.7,61.8,NA,NA,NA,Lost Opening Round,16,Gregg Marshall (18-13),winthrop
23,2000,Big South,21,9,0.7,11,3,0.786,-1.04,-7.41,73.1,64.7,NA,NA,NA,Lost First Round,14,Gregg Marshall (21-9),winthrop
24,1999,Big South,21,8,0.724,9,1,0.9,-6.67,-8.71,68.8,63.2,NA,NA,NA,Lost First Round,16,Gregg Marshall (21-8),winthrop
25,1998,Big South,7,20,0.259,4,8,0.333,-20.09,-8.59,63.4,70.8,NA,NA,NA,NA,NA,Dan Kenney (7-20),winthrop
26,1997,Big South,12,15,0.444,5,9,0.357,-15.08,-7.08,71.3,71.9,NA,NA,NA,NA,NA,Dan Kenney (12-15),winthrop
27,1996,Big South,7,19,0.269,6,8,0.429,-17.87,-5.27,68.5,80,NA,NA,NA,NA,NA,Dan Kenney (7-19),winthrop
28,1995,Big South,7,20,0.259,4,12,0.25,-15.29,-4.71,71.8,81.9,NA,NA,NA,NA,NA,Dan Kenney (7-20),winthrop
29,1994,Big South,4,23,0.148,3*,15*,0.167,-21.6,-5.08,72.1,86.9,NA,NA,NA,NA,NA,Dan Kenney (4-23),winthrop
30,1993,Big South,14,16,0.467,5,11,0.313,-13.07,-11.39,83.6,83.9,NA,NA,NA,NA,NA,Dan Kenney (14-16),winthrop
31,1992,Big South,6,22,0.214,2,12,0.143,-21.98,-10.4,60.6,69.5,NA,NA,NA,NA,NA,Steve Vacendak (6-22),winthrop
32,1991,Big South,8,20,0.286,5,9,0.357,-20.35,-8.56,62.5,73.2,NA,NA,NA,NA,NA,Steve Vacendak (8-20),winthrop
1,2022,Big Ten,25,8,0.758,15,5,0.75,13.14,9.17,69.9,66,NA,8,14,Lost Second Round,3,Greg Gard (25-8),wisconsin
2,2021,Big Ten,18,13,0.581,10,10,0.5,17.22,11.93,69.9,64.6,7,4,NA,Lost Second Round,9,Greg Gard (18-13),wisconsin
3,2020,Big Ten,21,10,0.677,14,6,0.7,15.95,10.95,67.2,62.2,NA,17,17,NA,NA,Greg Gard (21-10),wisconsin
4,2019,Big Ten,23,11,0.676,14,6,0.7,17.9,11.01,68.6,61.7,NA,12,21,Lost First Round,5,Greg Gard (23-11),wisconsin
5,2018,Big Ten,15,18,0.455,7,11,0.389,10.38,9.5,66.8,66,NA,NA,NA,NA,NA,Greg Gard (15-18),wisconsin
6,2017,Big Ten,27,10,0.73,12,6,0.667,19.4,9.4,72.4,62.4,9,7,25,Lost Regional Semifinal,8,Greg Gard (27-10),wisconsin
7,2016,Big Ten,22,13,0.629,12,6,0.667,13.4,9.4,67.8,63.8,17,17,NA,Lost Regional Semifinal,7,"Bo Ryan (7-5), Greg Gard (15-8)",wisconsin
8,2015,Big Ten,36,4,0.9,16,2,0.889,24.61,10.29,72.5,58.2,3,2,3,Lost National Final,1,Bo Ryan (36-4),wisconsin
9,2014,Big Ten,30,8,0.789,12,6,0.667,19.69,10.19,73.5,64,20,3,12,Lost National Semifinal,2,Bo Ryan (30-8),wisconsin
10,2013,Big Ten,23,12,0.657,12,6,0.667,18.76,9.73,65,55.9,23,17,18,Lost Second Round,5,Bo Ryan (23-12),wisconsin
11,2012,Big Ten,26,10,0.722,12,6,0.667,19.04,8.24,64,53.2,15,9,14,Lost Regional Semifinal,4,Bo Ryan (26-10),wisconsin
12,2011,Big Ten,25,9,0.735,13,5,0.722,18.77,9.42,67.9,58.6,NA,10,16,Lost Regional Semifinal,4,Bo Ryan (25-9),wisconsin
13,2010,Big Ten,24,9,0.727,13,5,0.722,17.84,7.66,67.1,56.9,NA,11,16,Lost Second Round,4,Bo Ryan (24-9),wisconsin
14,2009,Big Ten,20,13,0.606,10,8,0.556,12.43,8.43,63.8,59,25,25,NA,Lost Second Round,12,Bo Ryan (20-13),wisconsin
15,2008,Big Ten,31,5,0.861,16,2,0.889,19.59,6.73,67.3,54.4,NA,6,6,Lost Regional Semifinal,3,Bo Ryan (31-5),wisconsin
16,2007,Big Ten,30,6,0.833,13,3,0.813,19.28,6.95,70.2,57.9,9,1,6,Lost Second Round,2,Bo Ryan (30-6),wisconsin
17,2006,Big Ten,19,12,0.613,9,7,0.563,13.14,7.24,71.1,65.6,NA,15,NA,Lost First Round,9,Bo Ryan (19-12),wisconsin
18,2005,Big Ten,25,9,0.735,11,5,0.688,16.76,9.61,67.4,60.2,21,18,20,Lost Regional Final,6,Bo Ryan (25-9),wisconsin
19,2004,Big Ten,25,7,0.781,12,4,0.75,18.96,7.49,68.4,57,15,10,10,Lost Second Round,6,Bo Ryan (25-7),wisconsin
20,2003,Big Ten,24,8,0.75,12,4,0.75,17.48,6.51,70.3,59.3,NA,18,21,Lost Regional Semifinal,5,Bo Ryan (24-8),wisconsin
21,2002,Big Ten,19,13,0.594,11,5,0.688,10.1,9.23,67,65.7,NA,NA,NA,Lost Second Round,8,Bo Ryan (19-13),wisconsin
22,2001,Big Ten,18,11,0.621,9,7,0.563,14.91,12.08,59.4,56.6,19,10,25,Lost First Round,6,"Brad Soderberg (16-10), Dick Bennett (2-1)",wisconsin
23,2000,Big Ten,22,14,0.611,8,8,0.5,16.67,12.5,59.9,55.8,NA,NA,NA,Lost National Semifinal,8,Dick Bennett (22-14),wisconsin
24,1999,Big Ten,22,10,0.688,9,7,0.563,17.29,10.38,62.1,55.2,NA,11,18,Lost First Round,5,Dick Bennett (22-10),wisconsin
25,1998,Big Ten,12,19,0.387,3,13,0.188,7.19,9.22,60.5,62.6,NA,NA,NA,NA,NA,Dick Bennett (12-19),wisconsin
26,1997,Big Ten,18,10,0.643,11,7,0.611,13.2,9.42,59.1,55.3,NA,NA,NA,Lost First Round,7,Dick Bennett (18-10),wisconsin
27,1996,Big Ten,17*,15*,0.531,8*,10*,0.444,7.89,7.8,66.1,64.8,NA,NA,NA,NA,NA,Dick Bennett (17-15),wisconsin
28,1995,Big Ten,13,14,0.481,7,11,0.389,8.3,6.97,73,71.6,17,13,NA,NA,NA,Stan Van Gundy (13-14),wisconsin
29,1994,Big Ten,18,11,0.621,8,10,0.444,15.34,9.93,77.9,72.4,NA,12,NA,Lost Second Round,9,Stu Jackson (18-11),wisconsin
30,1993,Big Ten,14,14,0.5,7,11,0.389,8.08,6.72,77,75.6,NA,NA,NA,NA,NA,Stu Jackson (14-14),wisconsin
31,1992,Big Ten,13,18,0.419,4,14,0.222,8.44,7.83,71.8,71.2,NA,NA,NA,NA,NA,Steve Yoder (13-18),wisconsin
32,1991,Big Ten,15,15,0.5,8,10,0.444,9.13,8.34,70.8,69.8,NA,NA,NA,NA,NA,Steve Yoder (15-15),wisconsin
1,2022,Southern,19,13,0.594,10,8,0.556,2.02,-1.55,72.6,66.3,NA,NA,NA,NA,NA,Jay McAuley (19-13),wofford
2,2021,Southern,15,9,0.625,12,5,0.706,1.76,-0.24,74.3,67.8,NA,NA,NA,NA,NA,Jay McAuley (15-9),wofford
3,2020,Southern,19,16,0.543,8,10,0.444,0.17,-1.5,72.1,68.5,NA,NA,NA,NA,NA,Jay McAuley (19-16),wofford
4,2019,Southern,30,5,0.857,18,0,1,13.92,0.8,82.3,65.6,NA,19,19,Lost Second Round,7,Mike Young (30-5),wofford
5,2018,Southern,21,13,0.618,11,7,0.611,-0.97,-2.45,75.8,70.7,NA,NA,NA,NA,NA,Mike Young (21-13),wofford
6,2017,Southern,16,17,0.485,10,8,0.556,-0.71,-1.08,78.6,75.1,NA,NA,NA,NA,NA,Mike Young (16-17),wofford
7,2016,Southern,15,17,0.469,11,7,0.611,-3.75,-2.35,71.8,71.7,NA,NA,NA,NA,NA,Mike Young (15-17),wofford
8,2015,Southern,28,7,0.8,16,2,0.889,2.56,-2.98,66.6,59.7,NA,NA,NA,Lost Second Round,12,Mike Young (28-7),wofford
9,2014,Southern,20,13,0.606,11,5,0.688,-4.32,-5.95,66.8,62.2,NA,NA,NA,Lost Second Round,15,Mike Young (20-13),wofford
10,2013,Southern,13,19,0.406,7,11,0.389,-6.71,-4.61,58.1,59.1,NA,NA,NA,NA,NA,Mike Young (13-19),wofford
11,2012,Southern,19,14,0.576,12,6,0.667,-3.62,-3.79,63.9,63.2,NA,NA,NA,NA,NA,Mike Young (19-14),wofford
12,2011,Southern,21,13,0.618,14,4,0.778,4.35,-1.21,73.6,68,NA,NA,NA,Lost Second Round,14,Mike Young (21-13),wofford
13,2010,Southern,26,9,0.743,15,3,0.833,4.43,-2.57,68.8,61,NA,NA,NA,Lost First Round,13,Mike Young (26-9),wofford
14,2009,Southern,16,14,0.533,12,8,0.6,-7.04,-5.45,68.8,69,NA,NA,NA,NA,NA,Mike Young (16-14),wofford
15,2008,Southern,16,16,0.5,8,12,0.4,-5.77,-1.42,67.1,66.8,NA,NA,NA,NA,NA,Mike Young (16-16),wofford
16,2007,Southern,10,20,0.333,5,13,0.278,-9.49,-2.49,71,75.2,NA,NA,NA,NA,NA,Mike Young (10-20),wofford
17,2006,Southern,11,18,0.379,6,9,0.4,-7.9,-2.98,67.1,65.8,NA,NA,NA,NA,NA,Mike Young (11-18),wofford
18,2005,Southern,14,14,0.5,7,9,0.438,-6.42,-3.76,72.9,70,NA,NA,NA,NA,NA,Mike Young (14-14),wofford
19,2004,Southern,9,20,0.31,4,12,0.25,-12.31,-1.93,73,78.1,NA,NA,NA,NA,NA,Mike Young (9-20),wofford
20,2003,Southern,14,15,0.483,8,8,0.5,-4.99,-1.83,76.2,73.9,NA,NA,NA,NA,NA,Mike Young (14-15),wofford
21,2002,Southern,11,18,0.379,5,11,0.313,-7.02,1.14,66.9,69,NA,NA,NA,NA,NA,Richard Johnson (11-18),wofford
22,2001,Southern,12,16,0.429,7,9,0.438,-4.43,-1.97,71.1,68.9,NA,NA,NA,NA,NA,Richard Johnson (12-16),wofford
23,2000,Southern,14,16,0.467,8,8,0.5,-7.64,-2.89,69.3,72.8,NA,NA,NA,NA,NA,Richard Johnson (14-16),wofford
24,1999,Southern,11,16,0.407,8,8,0.5,-9.95,-5.59,69.4,70.8,NA,NA,NA,NA,NA,Richard Johnson (11-16),wofford
25,1998,Southern,9,18,0.333,6,8,0.429,-16.06,-4.85,64.7,70.1,NA,NA,NA,NA,NA,Richard Johnson (9-18),wofford
26,1997,Ind,7,20,0.259,NA,NA,NA,-15.42,-4.09,65,73.6,NA,NA,NA,NA,NA,Richard Johnson (7-20),wofford
27,1996,Ind,4,22,0.154,NA,NA,NA,-22.31,-2.39,64.8,79.5,NA,NA,NA,NA,NA,Richard Johnson (4-22),wofford
1,2022,Horizon,22,14,0.611,15,7,0.682,-1.93,-5.1,75.8,71.8,NA,NA,NA,Lost First Round,16,Scott Nagy (22-14),wright-state
2,2021,Horizon,18,6,0.75,16,4,0.8,6.89,-7.65,82,67.4,NA,NA,NA,NA,NA,Scott Nagy (18-6),wright-state
3,2020,Horizon,25,7,0.781,15,3,0.833,2.46,-6.21,80.6,70.8,NA,NA,NA,NA,NA,Scott Nagy (25-7),wright-state
4,2019,Horizon,21,14,0.6,13,5,0.722,3.29,-0.89,73.2,67.6,NA,NA,NA,NA,NA,Scott Nagy (21-14),wright-state
5,2018,Horizon,25,10,0.714,14,4,0.778,0.58,-3.64,71.4,65.9,NA,NA,NA,Lost First Round,14,Scott Nagy (25-10),wright-state
6,2017,Horizon,20,12,0.625,11,7,0.611,-1.02,-2.42,77,72.4,NA,NA,NA,NA,NA,Scott Nagy (20-12),wright-state
7,2016,Horizon,22,13,0.629,13,5,0.722,0.18,-1.76,68.5,65.8,NA,NA,NA,NA,NA,Billy Donlon (22-13),wright-state
8,2015,Horizon,11,20,0.355,3,13,0.188,-6.41,-1.14,64.2,68,NA,NA,NA,NA,NA,Billy Donlon (11-20),wright-state
9,2014,Horizon,21,15,0.583,10,6,0.625,0.21,-2.8,67.2,62.1,NA,NA,NA,NA,NA,Billy Donlon (21-15),wright-state
10,2013,Horizon,23,13,0.639,10,6,0.625,2.25,-1.15,62,58.5,NA,NA,NA,NA,NA,Billy Donlon (23-13),wright-state
11,2012,Horizon,13,19,0.406,7,11,0.389,-4.07,0.25,58,61.5,NA,NA,NA,NA,NA,Billy Donlon (13-19),wright-state
12,2011,Horizon,19,14,0.576,10,8,0.556,3.22,1.45,64.3,61.7,NA,NA,NA,NA,NA,Billy Donlon (19-14),wright-state
13,2010,Horizon,20,12,0.625,12,6,0.667,6.81,0.16,67.6,60.9,NA,NA,NA,NA,NA,Brad Brownell (20-12),wright-state
14,2009,Horizon,20,13,0.606,12,6,0.667,3.2,0.23,60.5,57.5,NA,NA,NA,NA,NA,Brad Brownell (20-13),wright-state
15,2008,Horizon,21,10,0.677,12,6,0.667,2.38,0.48,62.7,60.4,NA,NA,NA,NA,NA,Brad Brownell (21-10),wright-state
16,2007,Horizon,23,10,0.697,13,3,0.813,1.94,-0.31,64.4,62.2,NA,NA,NA,Lost First Round,14,Brad Brownell (23-10),wright-state
17,2006,Horizon,13,15,0.464,8,8,0.5,-3.59,-1.4,63.6,64.2,NA,NA,NA,NA,NA,Paul Biancardi (13-15),wright-state
18,2005,Horizon,15,15,0.5,8,8,0.5,-0.3,0.37,63.9,64.6,NA,NA,NA,NA,NA,Paul Biancardi (15-15),wright-state
19,2004,Horizon,14,14,0.5,10,6,0.625,-2.1,-0.95,66.3,67.5,NA,NA,NA,NA,NA,Paul Biancardi (14-14),wright-state
20,2003,Horizon,10,18,0.357,4,12,0.25,-4.7,0.49,68.1,72.4,NA,NA,NA,NA,NA,Ed Schilling (10-18),wright-state
21,2002,Horizon,17,11,0.607,9,7,0.563,1.01,-1.58,73.7,70.8,NA,NA,NA,NA,NA,Ed Schilling (17-11),wright-state
22,2001,MW Coll,18,11,0.621,8,6,0.571,1.39,-1.11,71.1,66.9,NA,NA,NA,NA,NA,Ed Schilling (18-11),wright-state
23,2000,MW Coll,11,17,0.393,6,8,0.429,-5.22,-0.15,61.3,66.4,NA,NA,NA,NA,NA,Ed Schilling (11-17),wright-state
24,1999,MW Coll,9,18,0.333,4,10,0.286,-5.37,-1.83,68.9,71.3,NA,NA,NA,NA,NA,Ed Schilling (9-18),wright-state
25,1998,MW Coll,10,18,0.357,3,11,0.214,-4.35,1.51,67.2,71.8,NA,NA,NA,NA,NA,Ed Schilling (10-18),wright-state
26,1997,MW Coll,7,20,0.259,5,11,0.313,-6.83,0.29,65.3,70.7,NA,NA,NA,NA,NA,Jim Brown (7-20),wright-state
27,1996,MW Coll,14,13,0.519,8,8,0.5,-1.72,-0.49,73.5,72.9,NA,NA,NA,NA,NA,Ralph Underhill (14-13),wright-state
28,1995,MW Coll,13,17,0.433,6,8,0.429,-4.18,-1.35,72.2,74.3,NA,NA,NA,NA,NA,Ralph Underhill (13-17),wright-state
29,1994,Mid-Cont,12,18,0.4,9,9,0.5,-9.36,-4.15,72,76.9,NA,NA,NA,NA,NA,Ralph Underhill (12-18),wright-state
30,1993,Mid-Cont,20,10,0.667,10,6,0.625,3.1,-5.97,89.1,78.4,NA,NA,NA,Lost First Round,16,Ralph Underhill (20-10),wright-state
31,1992,Mid-Cont,15,13,0.536,9,7,0.563,-4.76,-5.62,78.6,76,NA,NA,NA,NA,NA,Ralph Underhill (15-13),wright-state
32,1991,Ind,19,9,0.679,NA,NA,NA,-4.47,-7.59,92.6,88.6,NA,NA,NA,NA,NA,Ralph Underhill (19-9),wright-state
1,2022,MWC,25,9,0.735,13,5,0.722,9.37,3.61,72.5,65.5,NA,22,NA,Lost First Four,12,Jeff Linder (25-9),wyoming
2,2021,MWC,14,11,0.56,5,9,0.357,-1.23,-2.31,76.6,75.5,NA,NA,NA,NA,NA,Jeff Linder (14-11),wyoming
3,2020,MWC,9,24,0.273,2,16,0.111,-3.05,4.82,62.7,69.9,NA,NA,NA,NA,NA,Allen Edwards (9-24),wyoming
4,2019,MWC,8,24,0.25,4,14,0.222,-9.75,0.19,65.8,75.3,NA,NA,NA,NA,NA,Allen Edwards (8-24),wyoming
5,2018,MWC,20,13,0.606,10,8,0.556,4.26,3.54,79.8,78.7,NA,NA,NA,NA,NA,Allen Edwards (20-13),wyoming
6,2017,MWC,23,15,0.605,8,10,0.444,2.83,0.55,77.9,74.6,NA,NA,NA,NA,NA,Allen Edwards (23-15),wyoming
7,2016,MWC,14,18,0.438,7,11,0.389,0.09,2.19,68.5,71.9,NA,NA,NA,NA,NA,Larry Shyatt (14-18),wyoming
8,2015,MWC,25,10,0.714,11,7,0.611,3.81,-0.04,61.5,56.4,NA,25,NA,Lost Second Round,12,Larry Shyatt (25-10),wyoming
9,2014,MWC,18,15,0.545,9,9,0.5,4.4,2.34,64.5,61.7,NA,NA,NA,NA,NA,Larry Shyatt (18-15),wyoming
10,2013,MWC,20,14,0.588,4,12,0.25,5.32,4.54,61,59.1,NA,NA,NA,NA,NA,Larry Shyatt (20-14),wyoming
11,2012,MWC,21,12,0.636,6,8,0.429,6.79,1.43,62.7,56.2,NA,NA,NA,NA,NA,Larry Shyatt (21-12),wyoming
12,2011,MWC,10,21,0.323,3,13,0.188,-3.16,3.53,65.9,69.7,NA,NA,NA,NA,NA,"Heath Schroyer (9-16), Fred Langley (1-5)",wyoming
13,2010,MWC,10,21,0.323,3,13,0.188,-4.58,3.63,70.6,74.5,NA,NA,NA,NA,NA,Heath Schroyer (10-21),wyoming
14,2009,MWC,19,14,0.576,7,9,0.438,0.67,3.53,74.9,74.2,NA,NA,NA,NA,NA,Heath Schroyer (19-14),wyoming
15,2008,MWC,12,18,0.4,5,11,0.313,-3.92,1.86,69,72.4,NA,NA,NA,NA,NA,Heath Schroyer (12-18),wyoming
16,2007,MWC,17,15,0.531,7,9,0.438,2.27,3.52,73.9,74.8,NA,NA,NA,NA,NA,Steve McClain (17-15),wyoming
17,2006,MWC,14,18,0.438,5,11,0.313,2.15,3.82,67.2,67.2,NA,NA,NA,NA,NA,Steve McClain (14-18),wyoming
18,2005,MWC,15,13,0.536,7,7,0.5,3.91,3.91,70.9,70.9,NA,NA,NA,NA,NA,Steve McClain (15-13),wyoming
19,2004,MWC,11,17,0.393,4,10,0.286,5.52,4.55,70,69,NA,NA,NA,NA,NA,Steve McClain (11-17),wyoming
20,2003,MWC,21,11,0.656,8,6,0.571,5.76,3.5,73.2,70.8,NA,NA,NA,NA,NA,Steve McClain (21-11),wyoming
21,2002,MWC,22,9,0.71,11,3,0.786,8.62,2.72,75,68.7,NA,NA,NA,Lost Second Round,11,Steve McClain (22-9),wyoming
22,2001,MWC,20,10,0.667,10,4,0.714,8.94,3.87,76.1,70.6,NA,NA,NA,NA,NA,Steve McClain (20-10),wyoming
23,2000,MWC,19,12,0.613,8,6,0.571,6.88,2.84,82.8,77.5,NA,NA,NA,NA,NA,Steve McClain (19-12),wyoming
24,1999,WAC,18,10,0.643,7,7,0.5,7.05,1.98,81.6,76.6,NA,NA,NA,NA,NA,Steve McClain (18-10),wyoming
25,1998,WAC,19,9,0.679,9,5,0.643,5.53,1.57,63.8,59.1,NA,NA,NA,NA,NA,Larry Shyatt (19-9),wyoming
26,1997,WAC,12,16,0.429,8,8,0.5,2.15,2.71,72.3,72.5,NA,NA,NA,NA,NA,Joby Wright (12-16),wyoming
27,1996,WAC,14,15,0.483,8,10,0.444,2.7,5.78,74,74.8,NA,NA,NA,NA,NA,Joby Wright (14-15),wyoming
28,1995,WAC,13,15,0.464,9,9,0.5,6.69,6.77,67,65.1,NA,NA,NA,NA,NA,Joby Wright (13-15),wyoming
29,1994,WAC,14,14,0.5,7,11,0.389,2.43,2.47,70.1,68.6,NA,NA,NA,NA,NA,Joby Wright (14-14),wyoming
30,1993,WAC,13,15,0.464,7,11,0.389,-0.6,1.29,68.8,69.5,NA,NA,NA,NA,NA,Benny Dees (13-15),wyoming
31,1992,WAC,16,13,0.552,8,8,0.5,6.52,2.81,74.4,70.3,NA,NA,NA,NA,NA,Benny Dees (16-13),wyoming
32,1991,WAC,20,12,0.625,8,8,0.5,7.81,3.33,82.5,76.6,NA,NA,NA,NA,NA,Benny Dees (20-12),wyoming
