season_number,season,conf,win,loss,wpct,conf_win,conf_loss,conf_wpct,srs,sos,ppg,opp_ppg,ap_pre,ap_highest,ap_final,tournament_outcome,seed,coach,school
6,2017,Big Sky,20,14,0.588,12,6,0.667,-2.32,-5.13,79.8,73.7,NA,NA,NA,NA,NA,Randy Rahe (20-14),weber-state
7,2016,Big Sky,26,9,0.743,15,3,0.833,0.18,-5.13,76.1,67,NA,NA,NA,Lost First Round,15,Randy Rahe (26-9),weber-state
8,2015,Big Sky,13,17,0.433,8,10,0.444,-7.29,-3.5,67,68,NA,NA,NA,NA,NA,Randy Rahe (13-17),weber-state
9,2014,Big Sky,19,12,0.613,14,6,0.7,-0.92,-4.23,72.7,66.5,NA,NA,NA,Lost Second Round,16,Randy Rahe (19-12),weber-state
10,2013,Big Sky,30,7,0.811,18,2,0.9,5.78,-5.71,75.7,61.5,NA,NA,NA,NA,NA,Randy Rahe (30-7),weber-state
11,2012,Big Sky,25,7,0.781,14,2,0.875,1.51,-3.65,77.3,69.1,NA,NA,NA,NA,NA,Randy Rahe (25-7),weber-state
12,2011,Big Sky,18,14,0.563,11,5,0.688,-1.64,-1.74,70.1,67,NA,NA,NA,NA,NA,Randy Rahe (18-14),weber-state
13,2010,Big Sky,20,11,0.645,13,3,0.813,3.71,-1.04,76.2,71,NA,NA,NA,NA,NA,Randy Rahe (20-11),weber-state
14,2009,Big Sky,21,10,0.677,15,1,0.938,1.11,-2.39,70.2,66.3,NA,NA,NA,NA,NA,Randy Rahe (21-10),weber-state
15,2008,Big Sky,16,14,0.533,10,6,0.625,-3.92,-3.5,66.4,65.7,NA,NA,NA,NA,NA,Randy Rahe (16-14),weber-state
16,2007,Big Sky,20,12,0.625,11,5,0.688,-4.03,-3.33,70.8,69.2,NA,NA,NA,Lost First Round,15,Randy Rahe (20-12),weber-state
17,2006,Big Sky,10,17,0.37,4,10,0.286,-6.19,-1.1,66.3,69.5,NA,NA,NA,NA,NA,Joe Cravens (10-17),weber-state
18,2005,Big Sky,14,16,0.467,7,7,0.5,-7.59,-5.62,65.2,66.7,NA,NA,NA,NA,NA,Joe Cravens (14-16),weber-state
19,2004,Big Sky,15,14,0.517,7,7,0.5,-1.89,-2.15,68.3,66.4,NA,NA,NA,NA,NA,Joe Cravens (15-14),weber-state
20,2003,Big Sky,26,6,0.813,14,0,1,4.56,-2.01,74.5,67.6,NA,NA,NA,Lost First Round,12,Joe Cravens (26-6),weber-state
21,2002,Big Sky,18,11,0.621,8,6,0.571,0.37,-1.94,74.9,69.9,NA,NA,NA,NA,NA,Joe Cravens (18-11),weber-state
22,2001,Big Sky,15,14,0.517,8,8,0.5,-1.17,-0.8,77.8,76.7,NA,NA,NA,NA,NA,Joe Cravens (15-14),weber-state
23,2000,Big Sky,18,10,0.643,10,6,0.625,1.98,0.46,77.3,73.4,NA,NA,NA,NA,NA,Joe Cravens (18-10),weber-state
24,1999,Big Sky,25,8,0.758,13,3,0.813,5.29,0.19,79.1,73,NA,NA,NA,Lost Second Round,14,Ron Abegglen (25-8),weber-state
25,1998,Big Sky,14,13,0.519,12,4,0.75,-0.19,-1.1,72.5,71.3,NA,NA,NA,NA,NA,Ron Abegglen (14-13),weber-state
26,1997,Big Sky,15,13,0.536,9,7,0.563,-3.62,-2.43,78.3,79.4,NA,NA,NA,NA,NA,Ron Abegglen (15-13),weber-state
27,1996,Big Sky,20,10,0.667,10,4,0.714,4.14,-0.54,84.1,78.3,NA,NA,NA,NA,NA,Ron Abegglen (20-10),weber-state
28,1995,Big Sky,21,9,0.7,11,3,0.786,8.35,3.42,77.3,70.5,NA,NA,NA,Lost Second Round,14,Ron Abegglen (21-9),weber-state
29,1994,Big Sky,20,10,0.667,10*,4*,0.714,4.75,2.1,84.6,78.9,NA,NA,NA,NA,NA,Ron Abegglen (20-10),weber-state
30,1993,Big Sky,20,8,0.714,10,4,0.714,0.36,-3.89,78.2,73.3,NA,NA,NA,NA,NA,Ron Abegglen (20-8),weber-state
31,1992,Big Sky,16,13,0.552,10,6,0.625,0.57,-2.18,80.4,76.6,NA,NA,NA,NA,NA,Ron Abegglen (16-13),weber-state
32,1991,Big Sky,12,16,0.429,7,9,0.438,-5.71,-6.34,75.8,74.5,NA,NA,NA,NA,NA,Denny Huston (12-16),weber-state
1,2022,Big 12,16,17,0.485,4,14,0.222,10.25,10.76,68.5,69,NA,NA,NA,NA,NA,Bob Huggins (16-17),west-virginia
2,2021,Big 12,19,10,0.655,11,6,0.647,15.36,10.05,77.3,72,15,6,13,Lost Second Round,3,Bob Huggins (19-10),west-virginia
3,2020,Big 12,21,10,0.677,9,9,0.5,18.51,10.64,70.3,62.4,NA,12,24,NA,NA,Bob Huggins (21-10),west-virginia
4,2019,Big 12,15,21,0.417,4,14,0.222,6.94,10.57,73.8,77.4,13,13,NA,NA,NA,Bob Huggins (15-21),west-virginia
5,2018,Big 12,26,11,0.703,11,7,0.611,19.89,9.38,80.1,69.6,11,2,15,Lost Regional Semifinal,5,Bob Huggins (26-11),west-virginia
6,2017,Big 12,28,9,0.757,12,6,0.667,24.45,9.67,81.5,66.7,20,7,13,Lost Regional Semifinal,4,Bob Huggins (28-9),west-virginia
7,2016,Big 12,26,9,0.743,13,5,0.722,21.61,9.78,78.5,66.7,NA,6,8,Lost First Round,3,Bob Huggins (26-9),west-virginia
8,2015,Big 12,25,10,0.714,11,7,0.611,15.12,9.29,72.6,66.8,NA,14,20,Lost Regional Semifinal,5,Bob Huggins (25-10),west-virginia
9,2014,Big 12,17,16,0.515,9,9,0.5,11.78,8.02,77.2,73.4,NA,NA,NA,NA,NA,Bob Huggins (17-16),west-virginia
10,2013,Big 12,13,19,0.406,6,13,0.316,4.61,6.55,66.1,68.1,NA,NA,NA,NA,NA,Bob Huggins (13-19),west-virginia
11,2012,Big East,19,14,0.576,9,9,0.5,12.13,7.53,71.1,66.5,NA,NA,NA,Lost Second Round,10,Bob Huggins (19-14),west-virginia
12,2011,Big East,21,12,0.636,11,7,0.611,16.15,11.03,69.8,64.7,NA,20,22,Lost Third Round,5,Bob Huggins (21-12),west-virginia
13,2010,Big East,31,7,0.816,13,5,0.722,19.16,10.26,72.4,63.5,8,5,6,Lost National Semifinal,2,Bob Huggins (31-7),west-virginia
14,2009,Big East,23,12,0.657,10,8,0.556,18.57,8.34,72,61.8,NA,25,NA,Lost First Round,6,Bob Huggins (23-12),west-virginia
15,2008,Big East,26,11,0.703,11,7,0.611,17.97,7.16,74.8,63.6,NA,23,NA,Lost Regional Semifinal,7,Bob Huggins (26-11),west-virginia
16,2007,Big East,27,9,0.75,9,7,0.563,14.43,5.43,72.5,62.4,NA,21,NA,NA,NA,John Beilein (27-9),west-virginia
17,2006,Big East,22,11,0.667,11,5,0.688,14.51,8.54,70.7,63.4,14,9,22,Lost Regional Semifinal,6,John Beilein (22-11),west-virginia
18,2005,Big East,24,11,0.686,8,8,0.5,11.76,7.62,71.5,67.3,NA,21,NA,Lost Regional Final,7,John Beilein (24-11),west-virginia
19,2004,Big East,17,14,0.548,7,9,0.438,6.08,6.28,65.6,65.8,NA,NA,NA,NA,NA,John Beilein (17-14),west-virginia
20,2003,Big East,14,15,0.483,5,11,0.313,4.08,6.84,66.8,69.6,NA,NA,NA,NA,NA,John Beilein (14-15),west-virginia
21,2002,Big East,8,20,0.286,1,15,0.063,-1.36,5.9,73,78.9,NA,NA,NA,NA,NA,Gale Catlett (8-20),west-virginia
22,2001,Big East,17,12,0.586,8,8,0.5,3.46,3.96,73.8,73.8,NA,NA,NA,NA,NA,Gale Catlett (17-12),west-virginia
23,2000,Big East,14,14,0.5,6,10,0.375,3.65,5,70.5,71.9,NA,NA,NA,NA,NA,Gale Catlett (14-14),west-virginia
24,1999,Big East,10,19,0.345,4,14,0.222,2.98,8.55,66.7,71.1,NA,NA,NA,NA,NA,Gale Catlett (10-19),west-virginia
25,1998,Big East,24,9,0.727,11,7,0.611,16.24,6.95,80.2,69.2,NA,15,NA,Lost Regional Semifinal,10,Gale Catlett (24-9),west-virginia
26,1997,Big East,21,10,0.677,11,7,0.611,14.45,7.35,80.7,73.6,NA,NA,NA,NA,NA,Gale Catlett (21-10),west-virginia
27,1996,Big East,12,15,0.444,7,11,0.389,10.95,8.17,79.7,76.9,NA,NA,NA,NA,NA,Gale Catlett (12-15),west-virginia
28,1995,A-10,13,13,0.5,7,9,0.438,4.58,6.58,77.3,77.3,NA,NA,NA,NA,NA,Gale Catlett (13-13),west-virginia
29,1994,A-10,17,12,0.586,8,8,0.5,9.09,5.05,77.9,73.9,NA,19,NA,NA,NA,Gale Catlett (17-12),west-virginia
30,1993,A-10,17,12,0.586,7,7,0.5,11.81,6.19,76.4,70.8,NA,NA,NA,NA,NA,Gale Catlett (17-12),west-virginia
31,1992,A-10,20,12,0.625,10,6,0.625,10,4.94,79.8,74.7,NA,NA,NA,Lost First Round,12,Gale Catlett (20-12),west-virginia
32,1991,A-10,17,14,0.548,10,8,0.556,10.57,3.64,87.3,80.4,NA,NA,NA,NA,NA,Gale Catlett (17-14),west-virginia
1,2022,Southern,11,21,0.344,5,13,0.278,-10.48,-1.9,70.7,77.3,NA,NA,NA,NA,NA,Justin Gray (11-21),western-carolina
2,2021,Southern,11,16,0.407,4,13,0.235,-7.43,-2.03,75.5,78.9,NA,NA,NA,NA,NA,Mark Prosser (11-16),western-carolina
3,2020,Southern,19,12,0.613,10,8,0.556,-0.1,-1.55,78.8,74.7,NA,NA,NA,NA,NA,Mark Prosser (19-12),western-carolina
4,2019,Southern,7,25,0.219,4,14,0.222,-9.28,0.34,72,80.1,NA,NA,NA,NA,NA,Mark Prosser (7-25),western-carolina
5,2018,Southern,13,19,0.406,8,10,0.444,-11.9,-1.63,68.4,75.6,NA,NA,NA,NA,NA,Larry Hunter (13-19),western-carolina
6,2017,Southern,9,23,0.281,4,14,0.222,-15.3,-0.7,61.4,73.3,NA,NA,NA,NA,NA,Larry Hunter (9-23),western-carolina
7,2016,Southern,16,18,0.471,10,8,0.556,-4.98,-1.53,72.9,73.2,NA,NA,NA,NA,NA,Larry Hunter (16-18),western-carolina
8,2015,Southern,15,17,0.469,9,9,0.5,-5.83,-3.56,70.3,71.4,NA,NA,NA,NA,NA,Larry Hunter (15-17),western-carolina
9,2014,Southern,19,15,0.559,10,6,0.625,-6.75,-6.43,74.2,72.6,NA,NA,NA,NA,NA,Larry Hunter (19-15),western-carolina
10,2013,Southern,14,19,0.424,9,9,0.5,-6.42,-4.39,69.3,69.7,NA,NA,NA,NA,NA,Larry Hunter (14-19),western-carolina
11,2012,Southern,17,18,0.486,8,10,0.444,-6.57,-3.42,71.5,70.3,NA,NA,NA,NA,NA,Larry Hunter (17-18),western-carolina
12,2011,Southern,18,15,0.545,12,6,0.667,-3.54,-2.86,69.8,68.9,NA,NA,NA,NA,NA,Larry Hunter (18-15),western-carolina
13,2010,Southern,22,12,0.647,11,7,0.611,-1.24,-2.91,74.3,69.2,NA,NA,NA,NA,NA,Larry Hunter (22-12),western-carolina
14,2009,Southern,16,15,0.516,11,9,0.55,-7.17,-5.13,74,72.6,NA,NA,NA,NA,NA,Larry Hunter (16-15),western-carolina
15,2008,Southern,10,21,0.323,6,14,0.3,-8.16,-1.2,63.8,69,NA,NA,NA,NA,NA,Larry Hunter (10-21),western-carolina
16,2007,Southern,11,20,0.355,7,11,0.389,-9.42,-1.66,70.3,73.6,NA,NA,NA,NA,NA,Larry Hunter (11-20),western-carolina
17,2006,Southern,13,17,0.433,7,7,0.5,-8.32,-4.62,68.3,67.1,NA,NA,NA,NA,NA,Larry Hunter (13-17),western-carolina
